   359: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   360: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   361: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   362: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   363: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   364: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   365: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   366: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   367: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   368: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   369: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   370: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   371: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   372: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   373: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   374: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   375: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   376: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   377: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   378: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   379: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   380: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   381: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   382: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   383: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   384: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   385: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   386: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   387: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   388: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   389: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   390: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   391: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   392: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   393: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   394: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   395: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   396: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   397: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   398: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   399: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   400: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   401: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   402: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   403: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   404: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   405: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   406: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   407: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   408: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   409: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   410: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   411: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   412: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   413: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   414: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   415: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   416: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   417: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   418: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   419: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   420: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   421: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   422: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   423: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   424: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   425: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   426: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   427: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   428: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   429: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   430: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   431: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   432: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   433: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   434: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   435: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   436: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   437: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   438: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   439: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   440: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   441: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   442: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   443: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   444: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   445: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   446: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   447: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   448: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   449: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   450: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   451: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   452: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   453: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   454: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   455: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   456: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   457: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   458: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   459: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   460: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   461: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   462: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   463: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   464: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   465: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   466: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   467: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   468: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   469: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   470: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   471: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   472: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   473: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   474: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   475: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   476: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   477: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   478: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   479: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   480: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   481: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   482: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   483: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   484: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   485: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   486: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   487: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   488: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   489: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   490: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   491: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   492: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   493: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   494: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   495: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   496: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   497: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   498: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   499: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   500: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   501: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   502: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   503: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   504: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   505: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   506: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   507: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   508: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   509: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   510: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   511: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   512: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   513: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   514: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   515: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   516: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   517: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   518: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   519: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   520: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   521: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   522: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   523: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   524: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   525: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   526: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   527: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   528: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   529: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   530: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   531: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   532: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   533: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   534: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   535: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   536: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   537: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   538: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   539: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   540: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   541: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   542: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   543: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   544: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   545: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   546: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   547: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   548: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   549: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   550: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   551: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   552: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   553: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   554: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   555: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   556: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   557: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   558: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   559: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   560: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   561: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   562: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   563: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   564: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   565: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   566: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   567: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   568: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   569: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   570: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
